Description R1	Best V hit	Best D hit	Best J hit
3170645010250281236	IGHV1-3*00	IGHD1-26*00	IGHJ4*00
6407317480443354484	IGHV3-30*00	IGHD3-22*00	IGHJ6*00
1254261693394652856	IGHV3-30*00	IGHD3-22*00	IGHJ6*00
-2728968296592497578	IGHV3-30*00	IGHD3-22*00	IGHJ6*00
2410758746159145529	IGHV3-30*00	IGHD3-22*00	IGHJ6*00
9196425804489986585	IGHV3-30*00	IGHD3-22*00	IGHJ6*00
6170998285179750021	IGHV3-30*00	IGHD3-22*00	IGHJ6*00
-1763958042020188256	IGHV3-30*00	IGHD3-22*00	IGHJ6*00
-8188199650702728112	IGHV3-30*00	IGHD3-22*00	IGHJ6*00
-321256845389866457	IGHV3-30*00	IGHD3-22*00	IGHJ3*00
529635079639868317	IGHV3-30*00	IGHD3-22*00	IGHJ6*00
3297109408044306080	IGHV3-30*00		IGHJ1P*00
-4435735155699953355	IGHV3-30*00	IGHD5-18*00	IGHJ3*00
-2778613226235976711	IGHV3-30*00	IGHD6-19*00	IGHJ6*00
-46198959735334754	IGHV3-30*00	IGHD6-19*00	IGHJ6*00
7304727421168202997	IGHV3-30*00	IGHD3-22*00	IGHJ6*00
-6696521848145342542	IGHV3-30*00	IGHD6-25*00	IGHJ6*00
8336441194387676791	IGHV3-53*00	IGHD3-10*00	IGHJ5*00
-4201505130522840145	IGHV3-53*00	IGHD3-10*00	IGHJ5*00
-4493938195219531360	IGHV3-53*00	IGHD3-10*00	IGHJ5*00
463535027255068250	IGHV3-53*00	IGHD3-10*00	IGHJ5*00
-2458061381945987725	IGHV3-53*00	IGHD3-10*00	IGHJ5*00
-3079922269918818511	IGHV3-66*00	IGHD3-10*00	IGHJ4*00
-3737974592629122733	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
4877491819294425001	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
-1381997092926255847	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
4684233910644129248	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
-8045641985417567137	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
-4038902430440268961	IGHV3-64*00	IGHD3-16*00	IGHJ6*00
-4529782587290684146	IGHV3-64*00	IGHD6-13*00	IGHJ6*00
-2772147863351933090	IGHV3-64*00	IGHD3-16*00	IGHJ6*00
-502034874240376956	IGHV3-64*00	IGHD3-16*00	IGHJ6*00
-7078147178278749611	IGHV3-64*00	IGHD3-16*00	IGHJ6*00
8257183992226583536	IGHV3-64*00	IGHD3-16*00	IGHJ6*00
7076702330513461856	IGHV3-64*00	IGHD3-16*00	IGHJ6*00
6864509972526532258	IGHV3-30*00	IGHD2-21*00	IGHJ4*00
5435420566875598425	IGHV3-30*00	IGHD2-21*00	IGHJ4*00
-865440105979841870	IGHV3-30*00	IGHD2-21*00	IGHJ4*00
93230467994534072	IGHV3-30*00	IGHD6-25*00	IGHJ2P*00
8394914371220074771	IGHV3-30*00	IGHD6-25*00	IGHJ4*00
5784818604633552673	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
-8149973144026729092	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
-229728595648836102	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
1486312926444719598	IGHV3-33*00	IGHD3-3*00	IGHJ4*00
3246449455679982526	IGHV3-33*00	IGHD3-10*00	IGHJ4*00
6580934388318732309	IGHV3-33*00	IGHD3-3*00	IGHJ4*00
3165690533910762545	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
7533265950553303365	IGHV3-30*00	IGHD3-22*00	IGHJ4*00
-683287243034353902	IGHV3-30*00	IGHD1-20*00	IGHJ4*00
-4350526921508584105	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
-2384939281792582478	IGHV3-33*00	IGHD3-3*00	IGHJ4*00
8443369475212977153	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
1720519257500296013	IGHV3-33*00	IGHD3-3*00	IGHJ4*00
3846162089004865913	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
1244534731755493315	IGHV3-30*00	IGHD5-18*00	IGHJ5*00
2162529209715997541	IGHV3-30*00	IGHD3-22*00	IGHJ3*00
-2136067187991607521	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
-7640109724901620127	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
-5236667411463391768	IGHV3-30*00	IGHD6-25*00	IGHJ5*00
-7874344732574698590	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
9176549556111788273	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
4374859544744224917	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
125284647167299698	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
6422212495986121255	IGHV3-30*00	IGHD2-21*00	IGHJ4*00
-1665675123972950756	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
8949025628719714418	IGHV3-30*00	IGHD3-3*00	IGHJ4*00
-1714884618930609430	IGHV3-30*00	IGHD6-25*00	IGHJ4*00
5630284004662674281	IGHV3-64*00	IGHD3-10*00	IGHJ6*00
-435282196804713199	IGHV3-64*00	IGHD3-10*00	IGHJ6*00
-7885191454818820817	IGHV3-53*00	IGHD3-10*00	IGHJ4*00
805877881927387165	IGHV3-53*00	IGHD3-10*00	IGHJ4*00
9185574278520656243	IGHV5-51*00	IGHD3-10*00	IGHJ5*00
4576437430344263921	IGHV5-51*00	IGHD3-10*00	IGHJ5*00
2245548643902867475	IGHV5-51*00	IGHD3-10*00	IGHJ5*00
6972916505242105069	IGHV5-51*00	IGHD3-10*00	IGHJ5*00
-4460204686409295417	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-4000431741669632657	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-7691126776298483036	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-8716524078701550056	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-6825178904996132528	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
1861633701950277462	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
7621246744194042729	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-7886924329176761767	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
7973708576172402156	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-694796202317302129	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
276214244679455362	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-4628316158273292071	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-220826826596603298	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
2243649592017157584	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-6494960090639834340	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
4374747677518420223	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-5836346413226804333	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-3881882088482911661	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
3401260043576253125	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
4039442083176793943	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
2147520378727463059	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-45189662278231288	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-1881813746977071837	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
7488436593396216553	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
-2718130643024168316	IGHV3-7*00	IGHD3-16*00	IGHJ4*00
7011315778414027175	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
5476832100029738760	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
8773022456693581452	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
8588477413452103316	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
5018206759700116207	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-4698243520612227308	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
4426561169107136880	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
2733647640133431070	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-2748615547158798478	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
94715737231435801	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-3026142447056336805	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
2350213241204238876	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
2085633308636589597	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-5560188039424959634	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
-4890002549487015385	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
1938818617964171975	IGHV3-64*00	IGHD3-10*00	IGHJ4*00
741064582592860996	IGHV3-74*00		IGHJ3*00
8093647574105699770	IGHV3-74*00	IGHD4-23*00	IGHJ3*00
6221693423870862516	IGHV3-74*00	IGHD3-10*00	IGHJ3*00
-3400436551325125704	IGHV3-74*00		IGHJ3*00
-4910892705018406624	IGHV3-74*00	IGHD3-10*00	IGHJ3*00
5834914351623758317	IGHV3-74*00	IGHD5-24*00	IGHJ3*00
444711607290137805	IGHV3-74*00	IGHD3-10*00	IGHJ3*00
-7910318865745420370	IGHV3-74*00	IGHD5-18*00	IGHJ3*00
2127679655042666062	IGHV3-74*00	IGHD6-6*00	IGHJ3*00
-2119020153670222583	IGHV3-74*00	IGHD3-10*00	IGHJ3*00
-20989661036247705	IGHV3-74*00	IGHD3-10*00	IGHJ3*00
-746841912794780652	IGHV3-74*00	IGHD3-10*00	IGHJ3*00
6860243358803237414	IGHV3-74*00	IGHD3-10*00	IGHJ3*00
-7031094444170184278	IGHV3-74*00	IGHD4-23*00	IGHJ3*00
1432283504939234896	IGHV3-74*00	IGHD3-10*00	IGHJ3*00
5239375070522243871	IGHV3-74*00	IGHD2-2*00	IGHJ3*00
4337417889232093657	IGHV3-74*00	IGHD3-10*00	IGHJ3*00
-3507075960330514174	IGHV3-74*00	IGHD3-16*00	IGHJ3*00
2425854037017235342	IGHV3-74*00		IGHJ3*00
5970964689676049046	IGHV3-74*00	IGHD3-10*00	IGHJ3*00
4170504586867269204	IGHV3-74*00		IGHJ3*00
3965170127608400735	IGHV3-74*00		IGHJ3*00
-4343502878855304987	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
-4516012226092348682	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
-358818762650563680	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
7974950807684456989	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
6776432079460590304	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
8537744201347651679	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
4972635549507879317	IGHV3-23*00	IGHD6-19*00	IGHJ4*00
-2105495089767890198	IGHV3-22*00	IGHD3-22*00	IGHJ3*00
7124530586290644898	IGHV3-22*00	IGHD3-22*00	IGHJ3*00
-1327779803611788106	IGHV3-22*00	IGHD3-22*00	IGHJ3*00
2824740704586541896	IGHV3-22*00	IGHD3-22*00	IGHJ3*00
-4051185042625525398	IGHV3-22*00	IGHD3-22*00	IGHJ3*00
-3732957406399893894	IGHV3-22*00	IGHD3-22*00	IGHJ3*00
-4296117619780107481	IGHV3-22*00	IGHD3-22*00	IGHJ3*00
3614860543432396368	IGHV3-22*00	IGHD3-22*00	IGHJ3*00
-2123556605527606826	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-93935030180138405	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-2522574192346809026	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-8899269071656236879	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
1735704674168801947	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-7365313169119708302	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
7248536534396603534	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
8003180174346093935	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-8387304153070672674	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
7136052239285040567	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
4909658504610762978	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-6557655415980436083	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-8276340382173513774	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
3061814017071238910	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
764971113049301379	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-5694541239177671644	IGHV3-22*00	IGHD1-14*00	IGHJ5*00
8098815087938038011	IGHV3-22*00	IGHD3-3*00	IGHJ4*00
-872502082763136451	IGHV3-22*00	IGHD3-3*00	IGHJ4*00
272020220158731737	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-100654783006457647	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-696820972994817809	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
2099005861570491103	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
8936800411821210320	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-7218986121835613644	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-6369776162281010815	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
384459250369441938	IGHV3-22*00	IGHD3-3*00	IGHJ3*00
1949475731636137948	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-4110724735828988134	IGHV3-22*00	IGHD3-3*00	IGHJ5*00
-4766189315475109587	IGHV3-22*00	IGHD3-3*00	IGHJ6*00
7524904866912410791	IGHV3-53*00	IGHD2-8*00	IGHJ4*00
-2179322422857548449	IGHV3-53*00	IGHD2-8*00	IGHJ4*00
-1774485402257776072	IGHV3-53*00	IGHD2-8*00	IGHJ4*00
-1540947053541884925	IGHV3-53*00	IGHD2-8*00	IGHJ4*00
-8587920457422915723	IGHV3-53*00	IGHD2-8*00	IGHJ4*00
-3562951289125993751	IGHV3-53*00	IGHD2-8*00	IGHJ4*00
-4051665912001664607	IGHV3-64*00		IGHJ1*00
6573543257250897430	IGHV4-31*00	IGHD3-22*00	IGHJ4*00
3895327377628847478	IGHV4-31*00	IGHD3-22*00	IGHJ4*00
6581982671123542864	IGHV4-31*00	IGHD3-22*00	IGHJ4*00
-8778853919660126725	IGHV4-31*00	IGHD3-22*00	IGHJ4*00
-8100694004573399897	IGHV4-31*00	IGHD3-22*00	IGHJ4*00
-14539656602723118	IGHV4-31*00	IGHD3-22*00	IGHJ4*00
-7427148127510459600	IGHV4-31*00	IGHD2-8*00	IGHJ4*00
-3042991947393869088	IGHV4-31*00	IGHD3-22*00	IGHJ4*00
-2299490113205889607	IGHV3-23*00	IGHD5-18*00	IGHJ6*00
-6924620636907754586	IGHV3-23*00	IGHD4-23*00	IGHJ2P*00
-4407839197690048132	IGHV3-23*00	IGHD5-18*00	IGHJ5*00
8142364680482307057	IGHV3-23*00	IGHD5-18*00	IGHJ6*00
8790283058449895213	IGHV3-23*00	IGHD5-18*00	IGHJ6*00
3332169637182217927	IGHV3-23*00	IGHD3-16*00	IGHJ6*00
2411749112008388671	IGHV3-23*00	IGHD5-18*00	IGHJ6*00
-5191127100120443030	IGHV3-23*00	IGHD4-17*00	IGHJ6*00
-3819720918986909679	IGHV3-23*00	IGHD5-18*00	IGHJ6*00
5725902733805222013	IGHV3-23*00	IGHD4-23*00	IGHJ5*00
4060758991562321965	IGHV3-23*00	IGHD3-9*00	IGHJ6*00
-5135298695435019221	IGHV3-23*00	IGHD5-18*00	IGHJ6*00
6026659669738842543	IGHV3-7*00	IGHD6-19*00	IGHJ2P*00
7701584880780001505	IGHV3-7*00	IGHD6-19*00	IGHJ4*00
-5273767809634007873	IGHV3-7*00	IGHD6-19*00	IGHJ4*00
-2640088858829974284	IGHV3-49*00	IGHD3-3*00	IGHJ4*00
-1750148199964506111	IGHV3-49*00	IGHD3-3*00	IGHJ4*00
5581385883107176613	IGHV3-49*00	IGHD3-3*00	IGHJ4*00
-2043616646820166582	IGHV3-49*00	IGHD3-3*00	IGHJ4*00
9155466254705212787	IGHV3-49*00	IGHD2-2*00	IGHJ6*00
-5846619982207437534	IGHV3-49*00	IGHD2-2*00	IGHJ6*00
3917816109498531178	IGHV3-30*00	IGHD3-16*00	IGHJ2P*00
-8547484124580327009	IGHV3-30*00	IGHD6-25*00	IGHJ2P*00
-8259962727526695184	IGHV3-30*00	IGHD3-16*00	IGHJ2P*00
-5767872006860125469	IGHV3-30*00	IGHD6-6*00	IGHJ2P*00
7015226845678424255	IGHV3-30*00	IGHD5-12*00	IGHJ2P*00
7829035857162670545	IGHV3-30*00	IGHD3-3*00	IGHJ2P*00
-3232796998655186762	IGHV3-30*00	IGHD3-16*00	IGHJ2P*00
-6901869058510354926	IGHV3-30*00	IGHD3-16*00	IGHJ2P*00
-9016651987628530800	IGHV3-30*00	IGHD3-16*00	IGHJ2P*00
988103359662413058	IGHV3-30*00	IGHD3-16*00	IGHJ2P*00
-8245861473507066008	IGHV3-30*00	IGHD3-3*00	IGHJ2P*00
-5736593507445231099	IGHV3-30*00	IGHD3-3*00	IGHJ2P*00
-2813615698116515373	IGHV3-30*00	IGHD2-8*00	IGHJ2P*00
7857645779946115600	IGHV3-30*00		IGHJ2P*00
294938264356654043	IGHV3-30*00	IGHD3-16*00	IGHJ2P*00
-3744324904504268978	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
615726444458966835	IGHV1-18*00	IGHD3-22*00	IGHJ4*00
-6424262838366383366	IGHV1-18*00	IGHD1-7*00	IGHJ4*00
4807273776979948053	IGHV1-18*00	IGHD5-12*00	IGHJ4*00
5064597874600335351	IGHV3-23*00	IGHD3-10*00	IGHJ3*00
3517598422716914838	IGHV3-23*00	IGHD3-10*00	IGHJ3*00
137580464799443028	IGHV3-23*00	IGHD3-10*00	IGHJ3*00
984767105821789453	IGHV3-23*00	IGHD3-10*00	IGHJ3*00
-2473374197140474842	IGHV3-23*00	IGHD3-10*00	IGHJ3*00
-512246202924727553	IGHV3-23*00	IGHD4-23*00	IGHJ4*00
3732390748297327093	IGHV3-23*00	IGHD4-17*00	IGHJ4*00
-5204757037770632420	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
6668570391955804812	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
-3788180155579128008	IGHV3-38*00	IGHD2-2*00	IGHJ6*00
-8372479852755271119	IGHV3-66*00	IGHD2-2*00	IGHJ6*00
28930481971054831	IGHV3-66*00	IGHD2-2*00	IGHJ6*00
-6887105352657965039	IGHV3-66*00	IGHD2-2*00	IGHJ6*00
5262348568298191703	IGHV3-38*00	IGHD2-2*00	IGHJ6*00
-3332625979912328714	IGHV3-38*00	IGHD2-2*00	IGHJ6*00
-101116893962312652	IGHV3-23*00	IGHD6-19*00	IGHJ6*00
2372669752016711903	IGHV3-23*00	IGHD6-19*00	IGHJ6*00
-7651365627162095039	IGHV3-23*00	IGHD2-8*00	IGHJ4*00
-2434438088745711611	IGHV3-23*00	IGHD2-8*00	IGHJ4*00
-4083124635455100659	IGHV3-23*00	IGHD2-8*00	IGHJ4*00
1268739376874950947	IGHV3-23*00	IGHD2-8*00	IGHJ4*00
4381676961238349031	IGHV3-23*00	IGHD2-8*00	IGHJ4*00
2347977412958813148	IGHV3-23*00	IGHD2-8*00	IGHJ4*00
7256396441332226246	IGHV3-23*00	IGHD2-8*00	IGHJ4*00
6691677353334549179	IGHV3-64*00	IGHD1-26*00	IGHJ3*00
-1478752618056199773	IGHV3-64*00	IGHD1-26*00	IGHJ3*00
3733804406598796664	IGHV3-64*00	IGHD1-26*00	IGHJ3*00
-3584545153402695457	IGHV3-64*00	IGHD1-26*00	IGHJ3*00
-7982308289208333091	IGHV3-64*00	IGHD1-26*00	IGHJ3*00
4344628468621697131	IGHV3-30*00	IGHD3-16*00	IGHJ5*00
2806639301952236871	IGHV3-30*00	IGHD3-16*00	IGHJ5*00
-4535158557913374548	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
5203076317891125271	IGHV3-30*00	IGHD3-16*00	IGHJ5*00
-4472612336116074459	IGHV3-30*00	IGHD3-16*00	IGHJ5*00
-2910822208370492043	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
-7017513292747408741	IGHV3-30*00	IGHD2-8*00	IGHJ5*00
-5550292632760425640	IGHV3-30*00	IGHD2-8*00	IGHJ5*00
-3432772662621320454	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
3279355349311331796	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
604070714700050008	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
7068771447561168157	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
252408772397548574	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
-8199944861875340931	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
-7252907724864767526	IGHV3-30*00	IGHD3-16*00	IGHJ4*00
-3609584233333784153	IGHV3-30*00	IGHD5-18*00	IGHJ4*00
2878776697627360251	IGHV3-30*00	IGHD5-18*00	IGHJ4*00
4254764605834921682	IGHV3-30*00	IGHD5-18*00	IGHJ4*00
7699520398780352860	IGHV3-30*00	IGHD6-13*00	IGHJ6*00
-7871477763304538833	IGHV4-39*00	IGHD4-23*00	IGHJ4*00
8607804714383452631	IGHV4-39*00	IGHD3-10*00	IGHJ4*00
-2586387362529419575	IGHV4-39*00	IGHD3-10*00	IGHJ5*00
-469736001561336105	IGHV4-39*00	IGHD3-10*00	IGHJ4*00
570628462012721545	IGHV4-39*00	IGHD3-10*00	IGHJ4*00
-1653502188746432239	IGHV4-31*00	IGHD3-10*00	IGHJ4*00
5206804947688960740	IGHV4-31*00	IGHD3-10*00	IGHJ5*00
8011041798704310702	IGHV3-15*00	IGHD3-3*00	IGHJ4*00
-8020650915622850181	IGHV3-15*00	IGHD3-3*00	IGHJ4*00
6570424676791679817	IGHV3-15*00	IGHD3-3*00	IGHJ4*00
-6244446589478774552	IGHV3-15*00	IGHD3-3*00	IGHJ5*00
-8919890629904709255	IGHV3-15*00	IGHD3-3*00	IGHJ5*00
2518191841469320247	IGHV3-15*00	IGHD3-3*00	IGHJ5*00
1856623780696758096	IGHV3-15*00	IGHD3-3*00	IGHJ4*00
-937395196989058013	IGHV3-15*00	IGHD3-3*00	IGHJ4*00
-5692196591338506467	IGHV3-15*00	IGHD3-3*00	IGHJ4*00
1014842962517176939	IGHV3-15*00	IGHD3-3*00	IGHJ4*00
6790857824593161777	IGHV3-15*00	IGHD3-3*00	IGHJ4*00
-1162120766115644205	IGHV3-15*00	IGHD3-3*00	IGHJ4*00
-5720736832867918058	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-5262805019882142184	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
3021358272162141949	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-3820448231524948079	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-3801593953605993164	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-496010879796700704	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-5779348888502332692	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
9048211789884745558	IGHV1-69*00	IGHD3-10*00	IGHJ4*00
-5244831524378919406	IGHV1-69*00	IGHD3-22*00	IGHJ4*00
1197717104405508854	IGHV1-69*00	IGHD3-10*00	IGHJ5*00
31583056816181624	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
-2871426363136121050	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
8598266576682392460	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
1715156193391106904	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
5125086963275803328	IGHV3-23*00	IGHD2-15*00	IGHJ4*00
-124264347257611046	IGHV3-64*00	IGHD1-26*00	IGHJ4*00
4787534129088730539	IGHV3-30*00	IGHD2-21*00	IGHJ6*00
5851573744584567809	IGHV3-30*00	IGHD2-15*00	IGHJ6*00
7356866585165365452	IGHV3-33*00	IGHD2-15*00	IGHJ6*00
3105881631999171500	IGHV3-30*00	IGHD2-15*00	IGHJ6*00
-1306593660509907626	IGHV3-30*00	IGHD2-15*00	IGHJ6*00
487203169884932897	IGHV3-30*00	IGHD2-15*00	IGHJ6*00
-6101839208197096444	IGHV3-30*00	IGHD2-15*00	IGHJ6*00
-3273742828003962281	IGHV3-30*00	IGHD2-15*00	IGHJ6*00
1724373459165675678	IGHV3-30*00	IGHD2-15*00	IGHJ6*00
-6356303941292988772	IGHV3-30*00	IGHD2-15*00	IGHJ6*00
-3448047220020885430	IGHV3-30*00	IGHD2-15*00	IGHJ6*00
8840620218348820569	IGHV3-30*00	IGHD2-15*00	IGHJ6*00
-8637810492366249004	IGHV3-30*00	IGHD2-15*00	IGHJ6*00
6108560282161871611	IGHV3-30*00	IGHD2-15*00	IGHJ6*00
-1138135962440853789	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
219261774225225738	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
-6169462738860311351	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
4844536312185735362	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
6425704252402565402	IGHV3-23*00	IGHD3-10*00	IGHJ6*00
3016434294174856637	IGHV3-64*00	IGHD3-16*00	IGHJ5*00
4062136914850366178	IGHV3-64*00	IGHD2-8*00	IGHJ5*00
6986410605072782890	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
8016449048343833497	IGHV3-64*00	IGHD2-2*00	IGHJ1*00
-958516860664320493	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
-1910472891985174192	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
-2855389855481880363	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
7633255983646806988	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
9156841043966381155	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
-1120620696403695505	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
6420339315283317620	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
-6988509358308296481	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
3057074007046908764	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
3438339190667818601	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
3418729466526269413	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
922614768351997869	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
-1524384190000126171	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
-5791089136983045722	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
-3006663883809717689	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
-5472480666771827722	IGHV3-64*00	IGHD3-3*00	IGHJ1*00
158811468919210288	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
-4763749454585164388	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
8185600556766899188	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
7715014225680754041	IGHV3-64*00	IGHD2-8*00	IGHJ4*00
-4631538243415781896	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
58973178665169965	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
8867712800290872596	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
-770744859855253919	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
-496098021650442073	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
1043632291875038551	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
8717567240008791382	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
-307683739405007578	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
-7712264179185383554	IGHV3-64*00	IGHD2-8*00	IGHJ1*00
7524039184769440671	IGHV4-31*00	IGHD3-10*00	IGHJ2*00
2725557462467328422	IGHV4-31*00	IGHD3-10*00	IGHJ2*00
-8732988973200746960	IGHV4-31*00	IGHD3-10*00	IGHJ2*00
