Best V hit	Best D hit	Best J hit
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV5-51*00	IGHD3-3*00	IGHJ6*00
IGHV3-11*00	IGHD3-10*00	IGHJ4*00
IGHV3-11*00	IGHD3-10*00	IGHJ4*00
IGHV3-64*00	IGHD1-7*00	IGHJ6*00
IGHV3-64*00	IGHD1-7*00	IGHJ6*00
IGHV3-64*00	IGHD1-7*00	IGHJ6*00
IGHV3-64*00	IGHD1-7*00	IGHJ6*00
IGHV3-64*00	IGHD1-7*00	IGHJ6*00
IGHV3-64*00	IGHD1-7*00	IGHJ6*00
IGHV3-64*00	IGHD1-1*00	IGHJ6*00
IGHV3-64*00	TRBD2*00	IGHJ6*00
IGHV3-64*00	IGHD1-7*00	IGHJ6*00
IGHV3-7*00	TRBD1*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-7*00	IGHD2-21*00	IGHJ6*00
IGHV3-23*00	TRBD2*00	IGHJ6*00
IGHV3-23*00	IGHD3-16*00	IGHJ6*00
IGHV3-23*00	IGHD3-22*00	IGHJ6*00
IGHV3-23*00	IGHD3-16*00	IGHJ6*00
IGHV3-23*00	IGHD3-16*00	IGHJ6*00
IGHV3-23*00	IGHD3-16*00	IGHJ6*00
IGHV3-23*00	IGHD3-16*00	IGHJ6*00
IGHV3-23*00	TRBD2*00	IGHJ6*00
IGHV3-23*00	IGHD1-26*00	IGHJ6*00
IGHV3-23*00	IGHD5-12*00	IGHJ6*00
IGHV3-23*00	TRBD2*00	IGHJ6*00
IGHV3-66*00	IGHD3-22*00	IGHJ5*00
IGHV3-66*00	IGHD3-22*00	IGHJ5*00
IGHV3-66*00	IGHD3-22*00	IGHJ5*00
IGHV3-66*00	IGHD3-22*00	IGHJ5*00
IGHV3-66*00	IGHD3-22*00	IGHJ4*00
IGHV3-66*00	IGHD3-22*00	IGHJ5*00
IGHV3-66*00	IGHD3-22*00	IGHJ5*00
IGHV3-66*00	IGHD3-22*00	IGHJ5*00
IGHV3-22*00	IGHD4-17*00	IGHJ3*00
IGHV3-22*00	IGHD3-9*00	IGHJ6*00
IGHV3-22*00	IGHD3-9*00	IGHJ6*00
IGHV3-22*00		IGHJ6*00
IGHV3-22*00		IGHJ6*00
IGHV3-22*00		IGHJ6*00
IGHV3-22*00		IGHJ6*00
IGHV3-22*00	IGHD2-21*00	IGHJ6*00
IGHV3-30*00	IGHD2-2*00	IGHJ4*00
IGHV3-30*00	IGHD2-2*00	IGHJ4*00
IGHV3-30*00	IGHD2-2*00	IGHJ4*00
IGHV3-30*00	IGHD2-2*00	IGHJ4*00
IGHV3-30*00	IGHD2-2*00	IGHJ4*00
IGHV3-30*00	IGHD2-2*00	IGHJ4*00
IGHV3-30*00	IGHD2-2*00	IGHJ4*00
IGHV3-30*00	IGHD2-2*00	IGHJ4*00
IGHV3-30*00	IGHD2-2*00	IGHJ4*00
IGHV3-30*00	IGHD2-2*00	IGHJ4*00
IGHV3-30*00	IGHD2-2*00	IGHJ4*00
IGHV1-3*00	IGHD6-25*00	IGHJ5*00
IGHV1-3*00	IGHD6-25*00	IGHJ4*00
IGHV1-3*00	IGHD6-13*00	IGHJ4*00
IGHV1-3*00	IGHD6-13*00	IGHJ5*00
IGHV1-3*00	IGHD6-13*00	IGHJ5*00
IGHV1-3*00	IGHD6-13*00	IGHJ5*00
IGHV1-3*00	IGHD6-13*00	IGHJ5*00
IGHV1-3*00	IGHD3-22*00	IGHJ5*00
IGHV1-3*00	IGHD6-13*00	IGHJ5*00
IGHV1-3*00	IGHD6-13*00	IGHJ5*00
IGHV1-3*00	IGHD6-13*00	IGHJ5*00
IGHV1-3*00	IGHD2-21*00	IGHJ5*00
IGHV3-23*00	IGHD3-10*00	IGHJ4*00
IGHV3-23*00	IGHD3-10*00	IGHJ4*00
IGHV3-23*00	IGHD3-10*00	IGHJ4*00
IGHV3-23*00	IGHD3-10*00	IGHJ4*00
IGHV3-23*00	IGHD3-10*00	IGHJ4*00
IGHV3-23*00	IGHD5-24*00	IGHJ4*00
IGHV3-23*00	IGHD5-24*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ2P*00
IGHV3-23*00	IGHD5-24*00	IGHJ4*00
IGHV3-23*00	IGHD5-24*00	IGHJ4*00
IGHV3-23*00		IGHJ4*00
IGHV3-23*00		IGHJ4*00
IGHV3-23*00	IGHD5-24*00	IGHJ4*00
IGHV3-23*00	IGHD5-12*00	IGHJ4*00
IGHV3-23*00	IGHD5-24*00	IGHJ2*00
IGHV3-23*00	IGHD5-12*00	IGHJ4*00
IGHV3-23*00	IGHD5-12*00	IGHJ4*00
IGHV3-23*00	IGHD5-24*00	IGHJ4*00
IGHV3-23*00	IGHD2-21*00	IGHJ4*00
IGHV3-23*00	IGHD5-24*00	IGHJ4*00
IGHV3-23*00	IGHD5-24*00	IGHJ4*00
IGHV3-23*00	IGHD5-24*00	IGHJ4*00
IGHV3-23*00	IGHD5-24*00	IGHJ4*00
IGHV3-23*00	IGHD3-22*00	IGHJ4*00
IGHV3-23*00	IGHD5-24*00	IGHJ4*00
IGHV3-66*00	IGHD3-3*00	IGHJ6*00
IGHV3-66*00	IGHD3-3*00	IGHJ6*00
IGHV3-66*00	IGHD3-3*00	IGHJ6*00
IGHV3-66*00	IGHD3-3*00	IGHJ6*00
IGHV3-23*00	IGHD3-10*00	IGHJ4*00
IGHV3-23*00	IGHD2-2*00	IGHJ5*00
IGHV3-23*00	IGHD2-2*00	IGHJ4*00
IGHV3-23*00	IGHD5-24*00	IGHJ4*00
IGHV3-23*00	IGHD2-2*00	IGHJ4*00
IGHV3-23*00	IGHD1-1*00	IGHJ4*00
IGHV3-23*00	IGHD3-16*00	IGHJ4*00
IGHV3-23*00	IGHD2-2*00	IGHJ4*00
IGHV3-23*00	IGHD2-2*00	IGHJ4*00
IGHV3-23*00	IGHD2-2*00	IGHJ4*00
IGHV3-23*00	IGHD3-16*00	IGHJ4*00
IGHV3-23*00	IGHD3-16*00	IGHJ4*00
IGHV3-23*00	IGHD3-16*00	IGHJ4*00
IGHV3-23*00	IGHD3-16*00	IGHJ4*00
IGHV3-23*00	IGHD3-16*00	IGHJ4*00
IGHV3-23*00	IGHD3-16*00	IGHJ4*00
IGHV3-23*00	IGHD3-16*00	IGHJ4*00
IGHV3-23*00	IGHD3-16*00	IGHJ4*00
IGHV1-69*00	IGHD3-3*00	IGHJ3*00
IGHV3-53*00	IGHD2-2*00	IGHJ5*00
IGHV3-53*00	IGHD2-2*00	IGHJ5*00
IGHV3-53*00	IGHD2-2*00	IGHJ5*00
IGHV3-53*00	IGHD2-2*00	IGHJ1*00
IGHV3-53*00	IGHD2-21*00	IGHJ4*00
IGHV3-53*00	IGHD2-21*00	IGHJ4*00
IGHV3-53*00	IGHD2-2*00	IGHJ5*00
IGHV3-53*00	IGHD2-2*00	IGHJ5*00
IGHV3-53*00	IGHD2-2*00	IGHJ5*00
IGHV3-53*00	IGHD2-2*00	IGHJ4*00
IGHV3-53*00	IGHD4-23*00	IGHJ5*00
IGHV3-23*00	IGHD3-16*00	IGHJ4*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ3*00
IGHV1-69*00	IGHD4-17*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD5-12*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-10*00	IGHJ6*00
IGHV1-69*00	IGHD3-9*00	IGHJ6*00
IGHV3-22*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ2*00
IGHV4-34*00	IGHD3-10*00	IGHJ4*00
IGHV4-34*00	IGHD3-10*00	IGHJ4*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ1*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ3*00
IGHV4-34*00	IGHD3-10*00	IGHJ3*00
IGHV4-34*00	IGHD3-22*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ4*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV4-34*00	IGHD3-10*00	IGHJ5*00
IGHV3-30*00	IGHD1-1*00	IGHJ3*00
IGHV3-30*00	IGHD1-1*00	IGHJ3*00
IGHV3-33*00	IGHD1-1*00	IGHJ3*00
IGHV3-33*00	IGHD1-1*00	IGHJ3*00
IGHV3-33*00	IGHD1-1*00	IGHJ3*00
IGHV3-33*00	IGHD1-1*00	IGHJ3*00
IGHV3-33*00	IGHD1-1*00	IGHJ3*00
IGHV3-33*00	IGHD1-1*00	IGHJ3*00
IGHV3-30*00	IGHD2-8*00	IGHJ6*00
IGHV3-30*00	IGHD2-8*00	IGHJ6*00
IGHV3-30*00	IGHD2-8*00	IGHJ6*00
IGHV3-30*00	IGHD2-8*00	IGHJ6*00
IGHV3-30*00	IGHD2-8*00	IGHJ6*00
IGHV3-49*00	IGHD3-10*00	IGHJ4*00
IGHV3-49*00	IGHD3-10*00	IGHJ4*00
IGHV3-49*00	IGHD3-10*00	IGHJ4*00
IGHV3-49*00	IGHD3-10*00	IGHJ4*00
IGHV3-49*00	IGHD3-10*00	IGHJ4*00
IGHV3-49*00	IGHD3-10*00	IGHJ4*00
IGHV4-31*00	IGHD6-13*00	IGHJ2*00
IGHV4-31*00	IGHD6-13*00	IGHJ4*00
IGHV4-31*00	IGHD6-13*00	IGHJ4*00
IGHV4-31*00	IGHD6-13*00	IGHJ4*00
IGHV4-31*00	IGHD6-13*00	IGHJ4*00
IGHV4-31*00	IGHD6-13*00	IGHJ4*00
IGHV4-31*00	IGHD6-13*00	IGHJ4*00
IGHV4-31*00	IGHD6-25*00	IGHJ4*00
IGHV4-31*00	IGHD6-25*00	IGHJ1*00
IGHV4-31*00	IGHD6-13*00	IGHJ4*00
IGHV4-31*00		IGHJ1*00
IGHV4-31*00	IGHD4-17*00	IGHJ4*00
IGHV4-31*00	IGHD1-1*00	IGHJ4*00
IGHV4-31*00	IGHD1-26*00	IGHJ4*00
IGHV4-31*00	IGHD1-26*00	IGHJ4*00
IGHV4-31*00	IGHD6-13*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ4*00
IGHV3-23*00	IGHD2-15*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ5*00
IGHV3-23*00	IGHD1-26*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ1*00
IGHV3-23*00	IGHD1-26*00	IGHJ4*00
IGHV3-23*00	IGHD1-26*00	IGHJ5*00
IGHV1-3*00	IGHD2-15*00	IGHJ4*00
IGHV1-3*00	IGHD2-15*00	IGHJ4*00
IGHV1-3*00	IGHD2-15*00	IGHJ4*00
IGHV1-3*00	IGHD2-15*00	IGHJ4*00
IGHV1-3*00	IGHD2-15*00	IGHJ4*00
IGHV4-34*00	IGHD3-16*00	IGHJ6*00
IGHV4-34*00	IGHD3-16*00	IGHJ5*00
IGHV4-34*00	IGHD3-16*00	IGHJ4*00
IGHV4-31*00	IGHD4-23*00	IGHJ3*00
IGHV4-31*00	IGHD4-17*00	IGHJ3*00
IGHV4-31*00		IGHJ2P*00
IGHV4-39*00	IGHD4-17*00	IGHJ6*00
IGHV4-31*00	IGHD4-23*00	IGHJ6*00
IGHV3-30*00	IGHD4-17*00	IGHJ4*00
IGHV3-30*00	IGHD4-17*00	IGHJ4*00
IGHV3-30*00	IGHD5-12*00	IGHJ4*00
IGHV3-33*00	IGHD3-22*00	IGHJ4*00
IGHV3-33*00	IGHD3-22*00	IGHJ4*00
IGHV3-30*00	TRDD2*00	IGHJ4*00
IGHV3-30*00	TRDD2*00	IGHJ4*00
IGHV3-30*00	TRDD2*00	IGHJ4*00
IGHV3-30*00	IGHD1-26*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-21*00	IGHJ4*00
IGHV3-30*00	IGHD4-23*00	IGHJ4*00
IGHV3-30*00	TRDD3*00	IGHJ4*00
IGHV3-30*00	IGHD6-25*00	IGHJ4*00
IGHV3-30*00	IGHD1-26*00	IGHJ4*00
IGHV3-30*00	IGHD2-2*00	IGHJ4*00
IGHV3-30*00	IGHD4-17*00	IGHJ4*00
IGHV3-30*00	IGHD1-7*00	IGHJ4*00
IGHV3-33*00	IGHD1-26*00	IGHJ4*00
IGHV3-30*00	IGHD3-10*00	IGHJ4*00
IGHV3-66*00	IGHD3-10*00	IGHJ4*00
IGHV3-53*00	IGHD3-10*00	IGHJ4*00
IGHV3-66*00	IGHD3-10*00	IGHJ4*00
IGHV3-53*00	IGHD3-10*00	IGHJ4*00
IGHV3-66*00	IGHD3-10*00	IGHJ4*00
IGHV3-66*00	IGHD3-10*00	IGHJ4*00
IGHV3-66*00	IGHD3-10*00	IGHJ4*00
IGHV3-66*00	IGHD3-10*00	IGHJ4*00
IGHV3-66*00	IGHD3-3*00	IGHJ4*00
IGHV3-33*00	IGHD3-22*00	IGHJ3*00
IGHV3-9*00	IGHD5-12*00	IGHJ4*00
IGHV3-9*00	IGHD5-18*00	IGHJ4*00
IGHV3-9*00	IGHD5-18*00	IGHJ4*00
IGHV3-9*00	IGHD5-18*00	IGHJ4*00
IGHV3-9*00	IGHD5-18*00	IGHJ4*00
IGHV4-39*00	IGHD3-9*00	IGHJ2*00
IGHV4-39*00	IGHD3-3*00	IGHJ2*00
IGHV4-39*00	IGHD6-19*00	IGHJ2*00
IGHV4-31*00	TRBD1*00	IGHJ4*00
IGHV4-31*00	TRBD1*00	IGHJ4*00
IGHV4-31*00	IGHD5-12*00	IGHJ4*00
IGHV4-31*00	IGHD4-17*00	IGHJ4*00
IGHV4-31*00		IGHJ1*00
IGHV4-31*00	IGHD4-17*00	IGHJ4*00
IGHV4-31*00	TRBD2*00	IGHJ4*00
IGHV4-31*00	IGHD4-17*00	IGHJ4*00
IGHV4-31*00	IGHD3-9*00	IGHJ4*00
IGHV4-31*00	IGHD3-9*00	IGHJ4*00
IGHV3-23*00	IGHD3-22*00	IGHJ4*00
IGHV1-69*00	IGHD4-17*00	IGHJ4*00
IGHV1-69*00	IGHD4-17*00	IGHJ4*00
IGHV1-69*00	IGHD4-17*00	IGHJ4*00
IGHV1-69*00	IGHD4-17*00	IGHJ4*00
IGHV3-30*00	IGHD3-10*00	IGHJ4*00
IGHV3-30*00	IGHD3-10*00	IGHJ4*00
IGHV3-30*00	IGHD3-10*00	IGHJ4*00
IGHV3-43*00	IGHD3-22*00	IGHJ4*00
IGHV3-43*00	IGHD5-18*00	IGHJ4*00
IGHV3-43*00	IGHD5-18*00	IGHJ4*00
IGHV3-43*00	IGHD5-18*00	IGHJ4*00
IGHV1-3*00	IGHD1-26*00	IGHJ3*00
IGHV1-3*00	IGHD1-26*00	IGHJ3*00
IGHV1-3*00	IGHD1-26*00	IGHJ3*00
IGHV1-3*00	IGHD1-26*00	IGHJ3*00
IGHV1-3*00	IGHD1-26*00	IGHJ3*00
IGHV1-3*00	IGHD1-26*00	IGHJ3*00
IGHV1-3*00	IGHD1-26*00	IGHJ3*00
IGHV1-3*00	IGHD1-26*00	IGHJ3*00
IGHV1-3*00	IGHD1-26*00	IGHJ3*00
IGHV1-3*00	IGHD1-26*00	IGHJ3*00
IGHV1-3*00	IGHD1-26*00	IGHJ3*00
IGHV1-3*00	IGHD1-26*00	IGHJ3*00
IGHV1-3*00	IGHD1-26*00	IGHJ3*00
IGHV4-31*00	IGHD3-22*00	IGHJ5*00
IGHV4-31*00	IGHD3-22*00	IGHJ5*00
IGHV4-31*00	IGHD4-23*00	IGHJ5*00
IGHV4-31*00	IGHD4-23*00	IGHJ5*00
IGHV4-31*00	IGHD4-23*00	IGHJ5*00
IGHV4-31*00	IGHD2-8*00	IGHJ5*00
IGHV3-15*00	IGHD2-21*00	IGHJ4*00
IGHV3-15*00	IGHD3-16*00	IGHJ4*00
IGHV3-21*00		TRAJ10*00
IGHV3-15*00	IGHD3-16*00	IGHJ4*00
IGHV3-15*00	IGHD3-16*00	IGHJ4*00
IGHV3-15*00		TRAJ6*00
IGHV3-15*00	IGHD3-10*00	IGHJ5*00
IGHV3-15*00	IGHD3-16*00	IGHJ5*00
IGHV3-15*00	IGHD5-18*00	TRBJ2-2*00
IGHV3-15*00	TRBD2*00	IGHJ5*00
IGHV3-15*00	IGHD3-16*00	IGHJ1*00
IGHV3-15*00	IGHD3-10*00	IGHJ5*00
IGHV3-15*00	IGHD3-16*00	IGHJ1*00
IGHV3-15*00	IGHD3-16*00	IGHJ2P*00
IGHV3-15*00	IGHD7-27*00	IGHJ1*00
IGHV3-15*00	IGHD4-23*00	IGHJ2P*00
IGHV3-15*00	IGHD3-9*00	IGHJ5*00
IGHV3-15*00	IGHD3-10*00	IGHJ5*00
IGHV3-15*00	IGHD3-10*00	IGHJ5*00
IGHV3-15*00	IGHD3-22*00	IGHJ5*00
IGHV3-7*00	IGHD7-27*00	IGHJ3*00
IGHV3-7*00	IGHD4-23*00	IGHJ3*00
IGHV3-7*00	IGHD2-15*00	IGHJ3*00
IGHV3-7*00	IGHD3-10*00	IGHJ3*00
IGHV3-7*00	IGHD2-15*00	IGHJ3*00
IGHV3-7*00	IGHD2-15*00	IGHJ3*00
IGHV3-7*00	IGHD6-19*00	IGHJ3*00
IGHV3-7*00	IGHD6-19*00	IGHJ3*00
IGHV3-7*00	IGHD6-19*00	IGHJ3*00
IGHV3-7*00	IGHD2-15*00	IGHJ3*00
IGHV3-7*00	IGHD2-15*00	IGHJ3*00
IGHV3-7*00	IGHD2-15*00	IGHJ3*00
IGHV3-7*00	IGHD2-15*00	IGHJ3*00
IGHV4-39*00	IGHD3-22*00	IGHJ6*00
IGHV4-39*00	IGHD1-26*00	IGHJ6*00
IGHV4-39*00	IGHD3-16*00	IGHJ6*00
IGHV4-39*00	IGHD5-12*00	IGHJ6*00
IGHV4-39*00	IGHD3-22*00	IGHJ6*00
IGHV3-72*00	IGHD3-3*00	IGHJ6*00
IGHV3-72*00	IGHD3-3*00	IGHJ6*00
IGHV3-72*00	IGHD3-3*00	IGHJ6*00
IGHV3-72*00	IGHD3-3*00	IGHJ6*00
IGHV3-72*00	IGHD3-3*00	IGHJ6*00
IGHV3-72*00	IGHD3-22*00	IGHJ6*00
IGHV3-72*00	IGHD3-10*00	IGHJ6*00
IGHV3-72*00	IGHD3-10*00	IGHJ6*00
IGHV3-72*00	IGHD3-10*00	IGHJ6*00
IGHV3-72*00	IGHD2-21*00	IGHJ6*00
IGHV3-72*00	IGHD2-2*00	IGHJ6*00
IGHV3-72*00	IGHD3-16*00	IGHJ6*00
IGHV3-72*00	IGHD3-3*00	IGHJ6*00
IGHV3-72*00	IGHD2-21*00	IGHJ6*00
IGHV3-72*00	IGHD2-15*00	IGHJ6*00
IGHV3-72*00	IGHD3-3*00	IGHJ6*00
IGHV3-72*00	IGHD3-9*00	IGHJ6*00
IGHV3-72*00	IGHD2-21*00	IGHJ6*00
IGHV3-72*00	IGHD3-9*00	IGHJ6*00
IGHV3-33*00	IGHD6-13*00	IGHJ6*00
IGHV3-64*00	IGHD4-17*00	IGHJ4*00
IGHV3-64*00	IGHD4-17*00	IGHJ4*00
IGHV3-64*00	IGHD4-17*00	IGHJ4*00
IGHV3-64*00	IGHD2-15*00	IGHJ4*00
IGHV3-64*00	IGHD4-17*00	IGHJ4*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD5-24*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD2-8*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ6*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD4-17*00	IGHJ3*00
IGHV3-23*00	IGHD3-16*00	IGHJ3*00
IGHV4-59*00	IGHD2-2*00	IGHJ6*00
IGHV4-59*00	IGHD2-2*00	IGHJ6*00
IGHV4-59*00	IGHD6-13*00	IGHJ6*00
IGHV3-64*00	IGHD6-13*00	IGHJ2*00
IGHV3-64*00	IGHD6-13*00	IGHJ6*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-15*00	IGHJ4*00
IGHV3-30*00	IGHD2-2*00	IGHJ4*00
IGHV3-7*00	IGHD6-6*00	IGHJ6*00
IGHV3-7*00		IGHJ6*00
IGHV3-7*00		IGHJ6*00
IGHV3-7*00	IGHD3-16*00	IGHJ6*00
IGHV3-7*00		IGHJ6*00
IGHV3-7*00		IGHJ6*00
IGHV3-7*00	IGHD5-24*00	IGHJ6*00
IGHV3-7*00		IGHJ6*00
IGHV3-7*00	IGHD5-24*00	IGHJ6*00
IGHV3-7*00		IGHJ6*00
IGHV3-7*00		IGHJ6*00
IGHV3-7*00		IGHJ6*00
IGHV5-51*00	IGHD4-23*00	IGHJ4*00
IGHV5-51*00	IGHD4-23*00	IGHJ4*00
IGHV5-51*00	IGHD4-23*00	IGHJ4*00
IGHV5-51*00	IGHD4-23*00	IGHJ4*00
IGHV5-51*00	IGHD4-23*00	IGHJ5*00
IGHV5-51*00	IGHD4-23*00	IGHJ5*00
IGHV5-51*00	IGHD4-23*00	IGHJ5*00
